Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
08 May 2020, 1.0843, 115.34, 1.9558, 27.251, 7.4598, 0.87535, 349.38, 4.5482, 4.8280, 10.5875, 1.0529, 158.50, 11.0695, 7.5573, 79.8383, 7.7252, 1.6613, 6.3074, 1.5118, 7.6719, 8.4052, 16229.26, 3.8031, 81.9615, 1322.41, 25.9023, 4.6994, 1.7668, 54.681, 1.5326, 34.958, 19.9970, 
